naics_code,naics_description,awarding_agency_name,awarding_sub_agency_name,recipient_name,performance_city,performance_state,award_type,type_of_set_aside,cage_code,recipient_uei,contractor_state,woman_owned_business,veteran_owned_business,minority_owned_business,business_type,business_category,industry_sector
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,INFLIGHT MEDICAL SERVICE INTERNATIONAL,ANDOVER,MA,BPA CALL,SMALL BUSINESS SET ASIDE - TOTAL,,,,,,,Regular Business,Large Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481219,OTHER NONSCHEDULED AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481219,OTHER NONSCHEDULED AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"AIR PLANNING, LLC",SALEM,NH,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3WLZ5,NWXKPFPBEMX9,NEW HAMPSHIRE,0,0,0,Regular Business,Large Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
484110,"GENERAL FREIGHT TRUCKING, LOCAL",DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,FREEWAY CARRIERS INC,BROOKLYN,NY,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,8SD78,VVWJETTVG3L5,NEW YORK,1,0,1,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481111,SCHEDULED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"AIR PLANNING, LLC",SALEM,NH,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3WLZ5,NWXKPFPBEMX9,NEW HAMPSHIRE,0,0,0,Regular Business,Large Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,ACC AVIATION INC,BROOKLYN,NY,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,8FAZ6,JSZTTJYTEKJ3,NEW YORK,0,0,0,Regular Business,Large Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,"AIR PLANNING, LLC",SALEM,NH,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3WLZ5,NWXKPFPBEMX9,NEW HAMPSHIRE,0,0,0,Regular Business,Large Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481111,SCHEDULED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,"INFLIGHT MEDICAL SERVICES INTERNATIONAL, INC.",ANDOVER,MA,PURCHASE ORDER,SMALL BUSINESS SET ASIDE - TOTAL,3LGW4,XL81U4AJ31K9,MASSACHUSETTS,1,0,0,Woman-Owned,Small Business,Transportation
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,INFLIGHT MEDICAL SERVICE INTERNATIONAL,ANDOVER,MA,BPA CALL,SMALL BUSINESS SET ASIDE - TOTAL,,,,,,,Regular Business,Large Business,Transportation
